,record.id,best_hit_id,identity%,alignment_length,evalue,bitscore
304,sp|P57738|TCTA_HUMAN,bmy_06008T0,80.328,122,8.45e-50,153
305,sp|P58294|PROK1_HUMAN,bmy_11934T0,90.625,96,4.59e-61,181
306,sp|Q16661|GUC2B_HUMAN,bmy_19884T0,73.214,112,7.46e-54,163
307,sp|Q17RB0|RTL8B_HUMAN,bmy_03728T0,85.841,113,2.33e-70,205
308,tr|Q5T3N0|Q5T3N0_HUMAN,bmy_15061T0,84.348,115,2.07e-68,208
309,sp|Q5VUM1|SDHF4_HUMAN,bmy_13693T0,55.172,87,3.12e-18,77.8
310,sp|Q6UW32|IGFL1_HUMAN,bmy_19768T0,45.833,24,1.0,28.1
311,sp|Q6UWQ7|IGFL2_HUMAN,bmy_03198T0,37.931,29,0.93,27.7
312,sp|Q7Z6K4|NRARP_HUMAN,bmy_02254T0,39.326,89,1.78e-18,77.0
313,sp|Q8IYN2|TCAL8_HUMAN,bmy_20865T0,46.491,114,7.26e-24,87.4
314,sp|Q8N0T1|RBIS_HUMAN,bmy_21911T0,86.000,100,2.49e-58,174
315,sp|Q8WUH1|CHUR_HUMAN,bmy_17475T0,96.460,113,1.37e-77,224
316,sp|Q8WWG1|NRG4_HUMAN,bmy_01528T0,84.000,75,4.80e-41,130
317,sp|Q8WWY7|WFD12_HUMAN,bmy_08783T0,35.065,77,2.94e-07,45.8
318,sp|Q969Q0|RL36L_HUMAN,bmy_10084T0,99.057,106,1.56e-73,212
319,tr|Q96EJ4|Q96EJ4_HUMAN,bmy_20968T0,82.609,115,6.13e-65,191
320,sp|Q96FH0|BORC8_HUMAN,bmy_02652T0,99.074,108,2.38e-78,225
321,sp|Q96GE9|DMAC1_HUMAN,bmy_03011T0,65.934,91,9.58e-36,119
322,sp|Q96HJ9|FMC1_HUMAN,bmy_04322T0,93.805,113,1.02e-73,213
323,sp|Q96HQ2|C2AIL_HUMAN,bmy_03807T0,98.276,116,1.54e-83,238
324,sp|Q96IX9|A26L1_HUMAN,bmy_19129T0,33.333,48,0.16,30.4
325,sp|Q96LB4|VATG3_HUMAN,bmy_13433T0,76.667,90,6.68e-47,145
326,sp|Q96QR1|SG3A1_HUMAN,bmy_00713T0,41.463,41,0.98,27.7
327,sp|Q9BQ08|RETNB_HUMAN,bmy_11786T0,52.747,91,4.97e-26,92.8
328,sp|Q9BQC6|RT63_HUMAN,bmy_09216T0,74.510,102,3.79e-43,135
329,sp|Q9BRU2|TCAL7_HUMAN,bmy_20865T0,98.000,100,2.95e-68,199
330,sp|Q9BW72|HIG2A_HUMAN,bmy_08401T0,83.019,106,8.67e-63,185
331,sp|Q9BY60|GBRL3_HUMAN,bmy_05513T0,93.162,117,1.11e-76,221
332,sp|Q9NS25|SPNXB_HUMAN,bmy_00837T0,45.714,35,0.016,32.7
333,sp|Q9NYM9|BET1L_HUMAN,bmy_04956T0,92.793,111,1.39e-72,210
334,sp|Q9P0J6|RM36_HUMAN,bmy_12680T0,42.857,35,1.7,26.9
335,sp|Q9P0S2|COX16_HUMAN,bmy_12591T0,86.792,106,7.77e-63,185
336,sp|Q9Y421|FA32A_HUMAN,bmy_18563T0,99.107,112,3.33e-77,222
337,tr|S4R3Z3|S4R3Z3_HUMAN,bmy_01309T0,99.107,112,5.34e-82,241
338,tr|S4R449|S4R449_HUMAN,bmy_01309T0,99.115,113,1.21e-82,243
339,sp|W6CW81|PYDC5_HUMAN,bmy_17852T0,33.333,60,0.34,29.6
340,tr|A0A024R0T9|A0A024R0T9_HUMAN,bmy_01641T0,26.087,69,6.8,25.4
341,sp|A0A075B6H7|KV37_HUMAN,bmy_18944T0,78.302,106,3.95e-46,144
342,sp|A0A075B6H8|KVD42_HUMAN,bmy_18944T0,52.747,91,4.08e-31,106
343,sp|A0A075B6H9|LV469_HUMAN,bmy_19798T0,45.528,123,1.76e-28,100
344,sp|A0A075B6I1|LV460_HUMAN,bmy_19798T0,47.899,119,4.21e-29,102
345,sp|A0A075B6I4|LVX54_HUMAN,bmy_21734T0,59.130,115,4.24e-36,125
346,sp|A0A075B6I6|LV150_HUMAN,bmy_21734T0,68.468,111,1.13e-46,152
347,sp|A0A075B6I7|LV548_HUMAN,bmy_21740T0,82.418,91,7.59e-43,146
348,sp|A0A075B6I9|LV746_HUMAN,bmy_21740T0,61.702,94,7.71e-36,127
349,sp|A0A075B6J2|LV233_HUMAN,bmy_21734T0,70.339,118,6.30e-52,166
350,sp|A0A075B6J6|LV322_HUMAN,bmy_22731T0,69.027,113,1.45e-45,142
351,sp|A0A075B6J9|LV218_HUMAN,bmy_21734T0,79.661,118,5.93e-61,189
352,sp|A0A075B6K0|LV316_HUMAN,bmy_22731T0,80.357,112,3.09e-55,167
353,sp|A0A075B6K2|LV312_HUMAN,bmy_22731T0,66.071,112,5.93e-43,136
354,sp|A0A075B6K4|LV310_HUMAN,bmy_22731T0,80.357,112,3.06e-54,164
355,sp|A0A075B6K5|LV39_HUMAN,bmy_22731T0,71.429,112,5.88e-49,151
356,sp|A0A075B6L2|TVG11_HUMAN,bmy_07183T0,51.546,97,5.34e-21,83.2
357,sp|A0A075B6L6|TVB73_HUMAN,bmy_21191T0,44.715,123,1.93e-23,91.3
358,sp|A0A075B6N2|TVBT1_HUMAN,bmy_21186T0,29.474,95,3.19e-07,46.2
359,sp|A0A075B6N3|TVBX1_HUMAN,bmy_21186T0,77.083,96,4.66e-51,161
360,sp|A0A075B6N4|TVBY1_HUMAN,bmy_21186T0,53.398,103,2.10e-30,108
361,sp|A0A075B6P5|KV228_HUMAN,bmy_09038T0,78.846,104,5.35e-55,168
362,sp|A0A075B6Q5|HV364_HUMAN,bmy_22661T0,85.470,117,2.62e-70,211
363,sp|A0A075B6R0|TRGV2_HUMAN,bmy_09039T0,33.721,86,1.44e-06,44.7
364,sp|A0A075B6R2|HV404_HUMAN,bmy_22102T0,70.085,117,7.56e-53,162
365,sp|A0A075B6R9|KVD24_HUMAN,bmy_09039T0,77.358,106,5.65e-55,170
366,sp|A0A075B6S2|KVD29_HUMAN,bmy_09038T0,79.630,108,2.65e-57,174
367,sp|A0A075B6S4|KVD17_HUMAN,bmy_18944T0,60.440,91,8.02e-38,123
368,sp|A0A075B6S5|KV127_HUMAN,bmy_18944T0,69.231,91,1.10e-42,135
369,sp|A0A075B6S6|KVD30_HUMAN,bmy_09039T0,79.245,106,1.88e-57,176
370,sp|A0A075B6S9|KV137_HUMAN,bmy_18944T0,64.835,91,4.80e-40,129
371,sp|A0A075B6T6|TVAL2_HUMAN,bmy_19914T0,40.217,92,3.47e-16,72.0
372,sp|A0A075B6T8|TVA91_HUMAN,bmy_19914T0,60.377,106,2.21e-39,134
373,sp|A0A075B6U4|TVA7_HUMAN,bmy_22622T0,59.783,92,7.50e-33,115
374,sp|A0A075B6V5|TVA36_HUMAN,bmy_22622T0,48.515,101,3.01e-24,92.8
375,sp|A0A075B6X5|TVA18_HUMAN,bmy_22622T0,70.526,95,1.41e-39,132
376,sp|A0A087WSY4|HV432_HUMAN,bmy_22102T0,68.644,118,6.18e-53,162
377,sp|A0A087WSY6|KVD15_HUMAN,bmy_18944T0,78.095,105,1.24e-46,145
378,sp|A0A087WSZ0|KVD08_HUMAN,bmy_18944T0,62.637,91,1.20e-36,120
379,sp|A0A087WSZ9|TVA30_HUMAN,bmy_22622T0,34.091,88,1.36e-10,55.8
380,sp|A0A087WT02|TVA92_HUMAN,bmy_19914T0,73.196,97,3.01e-45,149
381,sp|A0A087WT03|TVAZ1_HUMAN,bmy_19914T0,31.522,92,5.32e-09,51.6
382,sp|A0A087WV62|TVB16_HUMAN,bmy_21189T0,63.810,105,2.11e-39,135
383,sp|A0A087X0K7|TVB17_HUMAN,bmy_21189T0,49.515,103,1.19e-23,93.2
384,sp|A0A087X0M5|TVB18_HUMAN,bmy_21189T0,50.000,94,1.17e-22,90.5
385,sp|A0A0A0MRZ7|KVD26_HUMAN,bmy_09038T0,71.296,108,3.60e-50,155
386,sp|A0A0A0MRZ8|KVD11_HUMAN,bmy_18944T0,84.762,105,1.45e-52,160
387,sp|A0A0A0MS00|LV332_HUMAN,bmy_22731T0,67.619,105,1.13e-40,130
388,sp|A0A0A0MS01|TVG10_HUMAN,bmy_07183T0,42.857,98,5.13e-19,78.2
389,sp|A0A0A0MS02|TRGV1_HUMAN,bmy_09038T0,25.581,86,1.67e-05,41.2
390,sp|A0A0A0MS03|TVB53_HUMAN,bmy_21192T0,33.645,107,3.32e-14,65.1
391,sp|A0A0A0MS04|TVB67_HUMAN,bmy_21189T0,60.194,103,2.18e-39,135
392,sp|A0A0A0MS05|TVB57_HUMAN,bmy_21191T0,57.143,49,1.74e-13,64.3
393,sp|A0A0A0MS06|TVB23_HUMAN,bmy_21189T0,56.190,105,6.89e-33,118
394,sp|A0A0A0MS14|HV145_HUMAN,bmy_22659T0,43.590,117,4.93e-30,103
395,sp|A0A0A0MS15|HV349_HUMAN,bmy_22661T0,77.311,119,7.85e-62,189
396,sp|A0A0A0MT36|KVD21_HUMAN,bmy_18944T0,61.538,91,4.87e-36,118
397,tr|A0A0A1EAI1|A0A0A1EAI1_HUMAN,bmy_21111T0,85.714,35,3.58e-16,71.6
398,sp|A0A0A6YYC5|TVA14_HUMAN,bmy_19914T0,75.758,99,1.47e-47,155
399,sp|A0A0A6YYG2|TVB66_HUMAN,bmy_21189T0,62.626,99,2.97e-41,140
400,sp|A0A0A6YYG3|TVB68_HUMAN,bmy_21189T0,59.223,103,4.65e-37,129
401,sp|A0A0A6YYJ7|TVA83_HUMAN,bmy_22623T0,68.627,102,2.25e-45,147
402,sp|A0A0A6YYK1|TVA81_HUMAN,bmy_22614T0,65.909,88,4.70e-34,116
403,sp|A0A0A6YYK4|TVB71_HUMAN,bmy_21191T0,41.803,122,4.28e-21,84.7
404,sp|A0A0A6YYK6|TVA16_HUMAN,bmy_22614T0,80.435,92,1.49e-52,163
405,sp|A0A0A6YYK7|TVA19_HUMAN,bmy_20370T0,51.304,115,3.54e-38,124
406,sp|A0A0B4J1U3|LV136_HUMAN,bmy_21734T0,65.766,111,9.62e-43,142
407,sp|A0A0B4J1U4|TRGV5_HUMAN,bmy_19915T0,37.037,81,4.41e-07,44.7
408,sp|A0A0B4J1U6|TVB9_HUMAN,bmy_21192T0,40.187,107,1.71e-20,81.6
409,sp|A0A0B4J1V0|HV315_HUMAN,bmy_22661T0,78.632,117,2.47e-62,190
410,sp|A0A0B4J1V1|HV321_HUMAN,bmy_22661T0,81.197,117,3.26e-68,205
411,sp|A0A0B4J1V2|HV226_HUMAN,bmy_22102T0,54.237,118,2.88e-40,130
412,sp|A0A0B4J1V6|HV373_HUMAN,bmy_22661T0,77.311,119,1.66e-61,188
413,sp|A0A0B4J1V7|HV781_HUMAN,bmy_22659T0,45.763,118,8.12e-33,110
414,sp|A0A0B4J1X5|HV374_HUMAN,bmy_22661T0,85.470,117,2.46e-69,208
415,sp|A0A0B4J1X8|HV343_HUMAN,bmy_22661T0,83.898,118,1.75e-69,209
416,sp|A0A0B4J1Y9|HV372_HUMAN,bmy_22659T0,77.311,119,2.06e-63,188
417,sp|A0A0B4J1Z2|KVD43_HUMAN,bmy_18944T0,62.637,91,7.15e-37,120
418,sp|A0A0B4J234|TVA2_HUMAN,bmy_19915T0,82.883,111,5.62e-58,174
419,sp|A0A0B4J235|TVAM2_HUMAN,bmy_19914T0,60.638,94,1.29e-34,122
420,sp|A0A0B4J237|TVA82_HUMAN,bmy_22623T0,66.667,99,1.46e-42,140
421,sp|A0A0B4J238|TVA12_HUMAN,bmy_19914T0,39.286,84,4.20e-10,54.7
422,sp|A0A0B4J240|TVA10_HUMAN,bmy_22622T0,50.000,96,1.40e-22,88.6
423,sp|A0A0B4J241|TVAM1_HUMAN,bmy_19914T0,66.667,93,1.82e-38,132
424,sp|A0A0B4J244|TVA3_HUMAN,bmy_22614T0,56.863,102,5.85e-38,126
425,sp|A0A0B4J245|TVAL1_HUMAN,bmy_22622T0,38.636,88,4.02e-13,62.8
426,sp|A0A0B4J248|TVA11_HUMAN,bmy_19798T0,31.304,115,2.60e-11,56.2
427,sp|A0A0B4J249|TVA5_HUMAN,bmy_19914T0,60.417,96,2.31e-30,110
428,sp|A0A0B4J262|TVA86_HUMAN,bmy_22623T0,68.687,99,9.48e-44,143
429,sp|A0A0B4J263|TVA39_HUMAN,bmy_22622T0,50.000,98,3.02e-22,87.4
430,sp|A0A0B4J264|TV381_HUMAN,bmy_20370T0,72.807,114,2.52e-57,172
431,sp|A0A0B4J265|TVAZ2_HUMAN,bmy_19915T0,31.111,90,2.21e-10,53.1
432,sp|A0A0B4J266|TVA41_HUMAN,bmy_22622T0,49.462,93,1.37e-20,83.2
433,sp|A0A0B4J268|TVA4_HUMAN,bmy_19915T0,30.000,90,3.28e-10,52.8
434,sp|A0A0B4J271|TVAL3_HUMAN,bmy_19914T0,41.304,92,5.86e-18,77.0
435,sp|A0A0B4J272|TVA24_HUMAN,bmy_22622T0,53.333,90,5.23e-24,92.0
436,sp|A0A0B4J273|TVA34_HUMAN,bmy_22622T0,42.857,91,1.51e-17,75.1
437,sp|A0A0B4J274|TVA20_HUMAN,bmy_22622T0,75.532,94,9.12e-46,148
438,sp|A0A0B4J275|TVA17_HUMAN,bmy_22623T0,42.222,90,1.39e-20,83.2
439,sp|A0A0B4J276|TVA25_HUMAN,bmy_22622T0,41.584,101,3.01e-14,65.9
440,sp|A0A0B4J277|TVA22_HUMAN,bmy_22622T0,41.758,91,3.47e-13,63.2
441,sp|A0A0B4J279|TVA21_HUMAN,bmy_22623T0,71.875,96,2.18e-40,134
442,sp|A0A0B4J280|TVA40_HUMAN,bmy_19914T0,46.000,100,5.70e-20,82.4
443,sp|A0A0B4J2D9|KVD13_HUMAN,bmy_18944T0,68.132,91,9.92e-41,130
444,sp|A0A0B4J2E0|TVBL4_HUMAN,bmy_21191T0,47.458,118,2.28e-28,103
445,sp|A0A0B4J2H0|HV69D_HUMAN,bmy_22659T0,51.282,117,5.12e-37,121
446,sp|A0A0C4DH24|KV621_HUMAN,bmy_18944T0,61.538,91,7.15e-36,118
447,sp|A0A0C4DH25|KVD20_HUMAN,bmy_18944T0,80.189,106,1.35e-47,147
448,sp|A0A0C4DH26|KVD41_HUMAN,bmy_18944T0,62.637,91,5.62e-39,126
449,sp|A0A0C4DH27|TRGV8_HUMAN,bmy_07183T0,31.868,91,2.99e-07,46.6
450,sp|A0A0C4DH28|TRGV4_HUMAN,bmy_09039T0,32.558,86,4.43e-06,43.1
451,sp|A0A0C4DH29|HV103_HUMAN,bmy_22659T0,49.573,117,7.55e-38,123
452,sp|A0A0C4DH30|HV316_HUMAN,bmy_22661T0,72.650,117,8.80e-60,184
453,sp|A0A0C4DH31|HV118_HUMAN,bmy_22661T0,48.718,117,6.27e-37,125
454,sp|A0A0C4DH32|HV320_HUMAN,bmy_22661T0,80.342,117,3.87e-67,202
455,sp|A0A0C4DH33|HV124_HUMAN,bmy_22661T0,47.222,108,3.25e-33,116
456,sp|A0A0C4DH34|HV428_HUMAN,bmy_22102T0,70.085,117,4.44e-54,165
457,sp|A0A0C4DH35|HV335_HUMAN,bmy_22661T0,79.487,117,2.36e-65,198
458,sp|A0A0C4DH36|HV338_HUMAN,bmy_22659T0,81.034,116,2.71e-63,187
459,sp|A0A0C4DH38|HV551_HUMAN,bmy_22659T0,51.376,109,7.90e-35,115
460,sp|A0A0C4DH39|HV158_HUMAN,bmy_22659T0,50.893,112,2.34e-33,112
461,sp|A0A0C4DH41|HV461_HUMAN,bmy_22102T0,69.492,118,2.33e-53,163
462,sp|A0A0C4DH42|HV366_HUMAN,bmy_22659T0,85.345,116,1.42e-68,201
463,sp|A0A0C4DH43|HV70D_HUMAN,bmy_22102T0,54.955,111,9.70e-39,126
464,sp|A0A0C4DH55|KVD07_HUMAN,bmy_18944T0,81.720,93,2.22e-49,152
465,sp|A0A0C4DH59|TVB54_HUMAN,bmy_21192T0,37.374,99,8.05e-16,69.3
466,sp|A0A0C4DH67|KV108_HUMAN,bmy_18944T0,64.835,91,4.47e-39,126
467,sp|A0A0C4DH68|KV224_HUMAN,bmy_09039T0,77.358,106,2.55e-56,173
468,sp|A0A0C4DH69|KV109_HUMAN,bmy_18944T0,67.033,91,2.38e-40,129
469,sp|A0A0C4DH72|KV106_HUMAN,bmy_18944T0,64.835,91,8.25e-39,125
470,sp|A0A0C4DH73|KV112_HUMAN,bmy_18944T0,64.835,91,8.75e-40,128
471,sp|A0A0G2JMI3|HV692_HUMAN,bmy_22661T0,49.074,108,1.58e-35,122
472,tr|A0A0G3VPD9|A0A0G3VPD9_HUMAN,bmy_17144T0,81.481,54,2.53e-27,100
473,tr|A0A0G3VQ57|A0A0G3VQ57_HUMAN,bmy_21111T0,82.857,35,1.19e-15,70.1
474,tr|A0A0G3VR70|A0A0G3VR70_HUMAN,bmy_21111T0,81.373,102,1.56e-60,186
475,tr|A0A0G3VSQ7|A0A0G3VSQ7_HUMAN,bmy_21111T0,82.857,35,2.91e-15,68.9
476,tr|A0A0H3WC42|A0A0H3WC42_HUMAN,bmy_21111T0,81.373,102,3.30e-60,186
477,tr|A0A0H3WDH4|A0A0H3WDH4_HUMAN,bmy_21111T0,85.714,35,5.96e-17,73.6
478,sp|A0A0J9YVY3|HV741_HUMAN,bmy_22661T0,49.573,117,1.46e-35,122
479,tr|A0A0J9YW13|A0A0J9YW13_HUMAN,bmy_13826T0,100.000,105,8.18e-76,221
480,tr|A0A0J9YWV8|A0A0J9YWV8_HUMAN,bmy_08010T0,92.683,82,1.01e-44,152
481,sp|A0A0J9YX35|HV64D_HUMAN,bmy_22661T0,87.179,117,7.17e-71,212
482,sp|A0A0J9YX75|TVB69_HUMAN,bmy_21189T0,63.107,103,4.60e-41,140
483,sp|A0A0J9YXX1|HV5X1_HUMAN,bmy_22659T0,53.211,109,1.83e-35,117
484,sp|A0A0J9YXY3|TVB62_HUMAN,bmy_21189T0,60.194,103,9.79e-40,137
485,sp|A0A0K0K1A3|TVBJ1_HUMAN,bmy_21189T0,70.408,98,8.92e-43,145
486,sp|A0A0K0K1B3|TVB30_HUMAN,bmy_21189T0,35.870,92,8.75e-12,59.7
487,sp|A0A0K0K1C0|TVBK1_HUMAN,bmy_21189T0,48.113,106,2.26e-24,95.5
488,sp|A0A0K0K1C4|TVB27_HUMAN,bmy_21185T0,69.298,114,5.46e-43,145
489,sp|A0A0K0K1D8|TVB61_HUMAN,bmy_21186T0,63.158,95,3.13e-37,126
490,sp|A0A0K0K1E9|TVB77_HUMAN,bmy_21191T0,46.154,117,2.01e-27,101
491,sp|A0A0K0K1G6|TVBJ3_HUMAN,bmy_21189T0,70.103,97,1.31e-42,144
492,sp|A0A0K0K1G8|TVBJ2_HUMAN,bmy_21189T0,71.429,98,7.74e-44,147
493,tr|A0A0N7D6W9|A0A0N7D6W9_HUMAN,bmy_14922T0,87.000,100,5.26e-37,122
494,tr|A0A0S2Z4C9|A0A0S2Z4C9_HUMAN,bmy_06348T0,89.286,112,1.00e-58,177
495,sp|A0A1B0GX31|TVB76_HUMAN,bmy_21191T0,46.154,117,4.97e-27,100
496,sp|A0A1B0GX49|TVB64_HUMAN,bmy_21189T0,63.725,102,4.65e-41,140
497,sp|A0A1B0GX51|TVB78_HUMAN,bmy_21191T0,46.154,117,2.48e-27,101
498,sp|A0A1B0GX56|TRDV1_HUMAN,bmy_20370T0,56.637,113,3.20e-35,116
499,sp|A0A1B0GX68|TVB2_HUMAN,bmy_21189T0,47.917,96,5.70e-24,94.4
500,sp|A0A1B0GX78|TVBL5_HUMAN,bmy_21191T0,44.915,118,9.16e-27,99.8
501,sp|A0A1B0GX95|TVB74_HUMAN,bmy_21191T0,44.068,118,4.82e-24,92.8
502,sp|A0A1B0GXF2|TVB72_HUMAN,bmy_21191T0,44.715,123,1.79e-25,96.7
503,tr|A0A286YF10|A0A286YF10_HUMAN,bmy_08464T0,46.512,43,2.34e-07,45.1
504,tr|A0A3S8TMT3|A0A3S8TMT3_HUMAN,bmy_02419T0,79.661,59,3.02e-30,104
505,tr|A0A494C0X3|A0A494C0X3_HUMAN,bmy_17142T0,77.679,112,2.83e-50,159
506,tr|A0A494C197|A0A494C197_HUMAN,bmy_17142T0,77.679,112,3.23e-50,159
507,sp|A0A539|TVB42_HUMAN,bmy_21192T0,65.263,95,2.45e-42,137
508,sp|A0A576|TVB31_HUMAN,bmy_21192T0,72.897,107,4.67e-53,165
509,sp|A0A577|TVB41_HUMAN,bmy_21192T0,64.211,95,1.89e-40,133
510,sp|A0A578|TVB51_HUMAN,bmy_21192T0,36.449,107,5.14e-17,72.8
511,sp|A0A584|TVBK2_HUMAN,bmy_21189T0,48.077,104,4.86e-24,94.4
512,sp|A0A589|TVB43_HUMAN,bmy_21192T0,63.158,95,2.50e-40,132
513,sp|A0A597|TVB55_HUMAN,bmy_21191T0,47.945,73,3.49e-14,66.2
514,sp|A0A599|TVB56_HUMAN,bmy_21192T0,35.514,107,3.79e-16,70.5
515,sp|A0A5A2|TVB58_HUMAN,bmy_21185T0,41.379,116,1.70e-14,67.4
516,sp|A0A5A6|TVBK3_HUMAN,bmy_21191T0,43.220,118,1.93e-23,91.3
517,sp|A0A5B0|TVB14_HUMAN,bmy_21189T0,46.296,108,6.32e-23,91.3
518,sp|A0A5B6|TVB28_HUMAN,bmy_21186T0,60.417,96,4.96e-37,125
519,sp|A0A5B7|TVB29_HUMAN,bmy_21186T0,32.692,104,1.67e-12,61.2
520,tr|A0A6Q8PGM8|A0A6Q8PGM8_HUMAN,bmy_14297T0,97.619,84,4.71e-54,167
521,tr|A0A7P0T9D5|A0A7P0T9D5_HUMAN,bmy_05696T0,97.059,102,2.09e-66,199
522,tr|A0A7P0TAT0|A0A7P0TAT0_HUMAN,bmy_06923T0,42.500,40,0.020,32.7
523,tr|A0A884HW84|A0A884HW84_HUMAN,bmy_14922T0,87.619,105,1.19e-41,134
524,sp|A0JD32|TV382_HUMAN,bmy_20370T0,76.316,114,1.09e-60,181
525,sp|A0JD36|TRDV2_HUMAN,bmy_21740T0,30.556,72,1.38e-07,47.8
526,sp|A0JD37|TRDV3_HUMAN,bmy_20373T0,66.372,113,1.06e-50,157
527,sp|A0ZSE6|CC50C_HUMAN,bmy_06528T0,60.952,105,1.67e-43,142
528,sp|A2NJV5|KV229_HUMAN,bmy_09038T0,80.556,108,2.96e-58,176
529,sp|A2RRL7|TM213_HUMAN,bmy_21954T0,79.439,107,4.09e-50,154
530,sp|A6NC42|DPPA5_HUMAN,bmy_21542T0,33.333,111,7.04e-14,62.8
531,tr|A7XM32|A7XM32_HUMAN,bmy_06419T0,37.778,90,3.85e-07,45.8
532,tr|A9X3T6|A9X3T6_HUMAN,bmy_01586T0,100.000,98,1.77e-67,202
533,tr|A9X3T9|A9X3T9_HUMAN,bmy_01586T0,96.471,85,9.86e-56,172
534,tr|B0ZBE8|B0ZBE8_HUMAN,bmy_12772T0,88.000,100,2.51e-58,177
535,tr|B1AR62|B1AR62_HUMAN,bmy_20083T0,60.577,104,9.25e-40,139
536,tr|B4DMX7|B4DMX7_HUMAN,bmy_10986T0,91.358,81,1.74e-49,162
537,tr|B5BNW9|B5BNW9_HUMAN,bmy_07260T0,93.617,47,2.06e-24,92.0
538,tr|C5H3H2|C5H3H2_HUMAN,bmy_16735T0,99.091,110,5.12e-77,224
539,tr|C9IYX7|C9IYX7_HUMAN,bmy_11856T0,82.353,119,3.96e-56,185
540,tr|C9JLV6|C9JLV6_HUMAN,bmy_01556T0,96.429,112,3.10e-73,219
541,tr|C9JVK0|C9JVK0_HUMAN,bmy_09028T0,58.716,109,3.81e-38,129
542,tr|D6R9P2|D6R9P2_HUMAN,bmy_08955T0,91.304,92,8.95e-58,177
543,tr|D6R9U2|D6R9U2_HUMAN,bmy_21590T0,85.841,113,4.51e-56,179
544,tr|D6RAH7|D6RAH7_HUMAN,bmy_17042T0,96.610,118,2.67e-84,241
545,tr|D6RAK2|D6RAK2_HUMAN,bmy_21590T0,84.906,106,2.07e-51,166
546,tr|D6RBS3|D6RBS3_HUMAN,bmy_21590T0,84.762,105,8.34e-51,165
547,tr|D6RD15|D6RD15_HUMAN,bmy_21590T0,86.325,117,1.52e-59,188
548,tr|D6RE87|D6RE87_HUMAN,bmy_17572T0,87.387,111,3.30e-60,197
549,tr|E5RHX8|E5RHX8_HUMAN,bmy_13002T0,92.405,79,1.59e-47,146
550,tr|E5RJD8|E5RJD8_HUMAN,bmy_11698T0,91.667,84,1.76e-48,149
551,tr|E7EM81|E7EM81_HUMAN,bmy_07260T0,97.561,82,2.83e-54,167
552,tr|E9PLI6|E9PLI6_HUMAN,bmy_07782T0,98.230,113,8.20e-81,233
553,sp|E9PQ53|NDUCR_HUMAN,bmy_20167T0,50.000,40,0.13,30.4
554,tr|E9PS76|E9PS76_HUMAN,bmy_07782T0,98.246,114,8.73e-82,236
555,tr|F5H2I0|F5H2I0_HUMAN,bmy_16542T0,100.000,104,4.24e-69,210
556,tr|F5H485|F5H485_HUMAN,bmy_08046T0,91.589,107,2.33e-69,205
557,tr|G3V4P4|G3V4P4_HUMAN,bmy_03574T0,81.982,111,1.71e-50,165
558,tr|H0Y5B4|H0Y5B4_HUMAN,bmy_10084T0,100.000,100,2.68e-69,202
559,tr|H0Y9P4|H0Y9P4_HUMAN,bmy_13357T0,73.684,19,2.19e-04,37.7
560,tr|H0YAA5|H0YAA5_HUMAN,bmy_14716T0,26.667,45,6.6,25.8
561,tr|H0YGZ5|H0YGZ5_HUMAN,bmy_16542T0,100.000,23,4.29e-10,55.1
562,tr|H0YIN6|H0YIN6_HUMAN,bmy_16969T0,93.162,117,3.58e-57,175
563,tr|H0YM52|H0YM52_HUMAN,bmy_03574T0,79.130,115,1.07e-48,160
564,tr|H0YMP1|H0YMP1_HUMAN,bmy_19518T0,96.970,99,2.20e-67,201
565,tr|H7BZ11|H7BZ11_HUMAN,bmy_10084T0,100.000,100,6.35e-69,201
566,tr|H7C2N7|H7C2N7_HUMAN,bmy_01073T0,76.786,112,5.13e-54,173
567,tr|I3L3E4|I3L3E4_HUMAN,bmy_02276T0,87.903,124,4.16e-71,210
568,tr|K7EL56|K7EL56_HUMAN,bmy_04828T0,92.593,108,6.69e-54,172
569,tr|K7EQG4|K7EQG4_HUMAN,bmy_12270T0,100.000,32,1.58e-16,72.8
570,tr|K7ES63|K7ES63_HUMAN,bmy_02412T0,98.276,116,5.15e-82,245
571,tr|K9J973|K9J973_HUMAN,bmy_01545T0,95.918,49,1.21e-26,101
572,sp|O60739|EIF1B_HUMAN,bmy_15095T0,100.000,103,3.74e-73,212
573,tr|O75591|O75591_HUMAN,bmy_13250T0,94.167,120,1.15e-77,248
574,sp|O76087|GAGE7_HUMAN,bmy_18958T0,41.791,67,0.042,32.0
575,sp|P01737|TVA84_HUMAN,bmy_22623T0,72.727,99,7.05e-48,154
576,sp|P0C7Q2|ARMS2_HUMAN,bmy_04900T0,38.889,18,2.2,26.6
577,sp|P0CL82|GG12I_HUMAN,bmy_18958T0,41.791,67,0.042,32.0
578,sp|P0CW20|LIMS4_HUMAN,bmy_10445T0,76.364,55,5.84e-26,92.4
579,sp|P0DP01|HV108_HUMAN,bmy_22661T0,44.444,117,1.39e-32,114
580,sp|P0DP02|HVC33_HUMAN,bmy_22661T0,82.051,117,2.74e-68,206
581,sp|P0DP03|HVC05_HUMAN,bmy_22661T0,82.051,117,7.80e-68,204
582,sp|P0DP04|HV43D_HUMAN,bmy_22661T0,84.746,118,2.86e-70,211
583,sp|P0DP06|HVD34_HUMAN,bmy_22102T0,72.034,118,1.66e-56,171
584,sp|P0DP07|HV431_HUMAN,bmy_22102T0,69.492,118,4.08e-53,163
